PY,AU,TI,SO,VL,IS,DI,Z9,citesPerYear
2018,"Arana, Fernan G.; Rice, Kenneth G.; Ashby, Jeffrey S.","Perfectionism in Argentina and the United States: Measurement Structure, Invariance, and Implications for Depression",JOURNAL OF PERSONALITY ASSESSMENT,100,2,10.1080/00223891.2017.1296845,11,3.6666666666666665
2018,"Arli, Denni I.; Tjiptono, Fandy","Consumer ethics, religiosity, and consumer social responsibility: are they related?",SOCIAL RESPONSIBILITY JOURNAL,14,2,10.1108/SRJ-03-2016-0036,11,3.6666666666666665
2007,"Shu, Chih-Hung; Yuan, Ben-Chih; Lin, Shih-Hsiang; Lin, Ching-Zong","Cross-cultural application of the ""Sniffin' Sticks"" odor identification test",AMERICAN JOURNAL OF RHINOLOGY,21,5,10.2500/ajr.2007.21.3075,51,3.642857142857143
2007,"Agranovich, Anna V.; Puente, Antonio E.",Do Russian and American normal adults perform similarly on neuropsychological tests? Preliminary findings on the relationship between culture and test performance,ARCHIVES OF CLINICAL NEUROPSYCHOLOGY,22,3,10.1016/j.acn.2007.01.003,51,3.642857142857143
1999,"Ralston, DA; Van Thang, N; Napier, NK",A comparative study of the work values of north and south Vietnamese managers,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,30,4,10.1057/palgrave.jibs.8490889,80,3.6363636363636362
2010,"Caci, Herve M.; Bouchez, Jacques; Bayle, Franck J.",An aid for diagnosing attention-deficit/hyperactivity disorder at adulthood: psychometric properties of the French versions of two Wender Utah Rating Scales (WURS-25 and WURS-K),COMPREHENSIVE PSYCHIATRY,51,3,10.1016/j.comppsych.2009.05.006,40,3.6363636363636362
2005,"Dalton, RJ",The greening of the globe? Crossnational levels of environmental group membership,ENVIRONMENTAL POLITICS,14,4,10.1080/09644010500175783,58,3.625
2005,"Brouwer, R; Bateman, IJ",Benefits transfer of willingness to pay estimates and functions for health-risk reductions: a cross-country study,JOURNAL OF HEALTH ECONOMICS,24,3,10.1016/j.jhealeco.2004.09.004,58,3.625
2013,"van Osch, Yvette; Breugelmans, Seger M.; Zeelenberg, Marcel; Boluk, Pinar",A different kind of honor culture: Family honor and aggression in Turks,GROUP PROCESSES & INTERGROUP RELATIONS,16,3,10.1177/1368430212467475,29,3.625
2013,"Bloom, Pazit Ben-Nun; Arikan, Gizem",Religion and Support for Democracy: A Cross-National Test of the Mediating Mechanisms,BRITISH JOURNAL OF POLITICAL SCIENCE,43,NA,10.1017/S0007123412000427,29,3.625
2008,"Ghorbani, Nima; Watson, P. J.; Hargis, Michael B.",Integrative Self-Knowledge Scale: Correlations and incremental validity of a cross-cultural measure developed in Iran and the United States,JOURNAL OF PSYCHOLOGY,142,4,10.3200/JRPL.142.4.395-412,47,3.6153846153846154
2008,"Kopelman, Shirli; Rosette, Ashleigh Shelby",Cultural variation in response to strategic emotions in negotiations,GROUP DECISION AND NEGOTIATION,17,1,10.1007/s10726-007-9087-5,47,3.6153846153846154
1996,"ZahnWaxler, C; Friedman, RJ; Cole, PM; Mizuta, I; Hiruma, N",Japanese and United States preschool children's responses to conflict and distress,CHILD DEVELOPMENT,67,5,10.1111/j.1467-8624.1996.tb01868.x,90,3.6
2006,"Morse, Stephen",Is corruption bad for environmental sustainability? A cross-national analysis.,ECOLOGY AND SOCIETY,11,1,NA,54,3.6
2011,"Ruhm, Christopher J.",Policies to Assist Parents with Young Children,FUTURE OF CHILDREN,21,2,NA,36,3.6
2011,"Baba, Tsuyoshi; Endo, Toshiaki; Ikeda, Keiko; Shimizu, Ayumi; Honnma, Hiroyuki; Ikeda, Hiroshi; Masumori, Naoya; Ohmura, Tousei; Kiya, Tamotsu; Fujimoto, Takashi; Koizumi, Motoiki; Saito, Tsuyoshi",Distinctive Features of Female-to-Male Transsexualism and Prevalence of Gender Identity Disorder in Japan,JOURNAL OF SEXUAL MEDICINE,8,6,10.1111/j.1743-6109.2011.02252.x,36,3.6
2011,"Hatzithomas, Leonidas; Zotos, Yorgos; Boutsouki, Christina",Humor and cultural values in print advertising: a cross-cultural study,INTERNATIONAL MARKETING REVIEW,28,1,10.1108/02651331111107107,36,3.6
2016,"Rode, Joseph C.; Huang, Xiaowen; Flynn, Barbara",A cross-cultural examination of the relationships among human resource management practices and organisational commitment: an institutional collectivism perspective,HUMAN RESOURCE MANAGEMENT JOURNAL,26,4,10.1111/1748-8583.12117,18,3.6
2016,"Gelbrich, Katja; Stedham, Yvonne; Gaethke, Daniel",Cultural Discrepancy and National Corruption: Investigating the Difference between Cultural Values and Practices and Its Relationship to Corrupt Behavior,BUSINESS ETHICS QUARTERLY,26,2,10.1017/beq.2016.29,18,3.6
2016,"Bussey, John; Davenport, Mae A.; Emery, Marla R.; Carroll, Clint",A Lot of It Comes from the Heart: The Nature and Integration of Ecological Knowledge in Tribal and Nontribal Forest Management,JOURNAL OF FORESTRY,114,2,10.5849/jof.14-130,18,3.6
2009,"Peng, Yu-Shu; Lin, Shing-Shiuan","National Culture, Economic Development, Population Growth and Environmental Performance: The Mediating Role of Education",JOURNAL OF BUSINESS ETHICS,90,2,10.1007/s10551-009-0036-x,43,3.5833333333333335
2009,"Elliott, Marta; Hayward, R. David",Religion and Life Satisfaction Worldwide: The Role of Government Regulation,SOCIOLOGY OF RELIGION,70,3,10.1093/socrel/srp028,43,3.5833333333333335
2014,"Jivraj, Stephen; Nazroo, James",Determinants of socioeconomic inequalities in subjective well-being in later life: a cross-country comparison in England and the USA,QUALITY OF LIFE RESEARCH,23,9,10.1007/s11136-014-0694-8,25,3.5714285714285716
2014,"Jahandideh, Behrouz; Golmohammadi, Alireza; Meng, Fang; O'Gorman, Kevin D.; Taheri, Babak",Cross-cultural comparison of Chinese and Arab consumer complaint behavior in the hotel context,INTERNATIONAL JOURNAL OF HOSPITALITY MANAGEMENT,41,NA,10.1016/j.ijhm.2014.04.011,25,3.5714285714285716
2014,"Zheng, Wei; Li, Jia; Zhao, Jinzhu; Liu, Denghui; Xu, Weidong",Development of a Valid Simplified Chinese Version of the Oxford Hip Score in Patients With Hip Osteoarthritis,CLINICAL ORTHOPAEDICS AND RELATED RESEARCH,472,5,10.1007/s11999-013-3403-y,25,3.5714285714285716
2014,"Gingrich, Jane","Visibility, Values, and Voters: The Informational Role of the Welfare State",JOURNAL OF POLITICS,76,2,10.1017/S0022381613001540,25,3.5714285714285716
2014,"Yusof, M. Y. P. M.; Thevissen, P. W.; Fieuws, S.; Willems, G.",Dental age estimation in Malay children based on all permanent teeth types,INTERNATIONAL JOURNAL OF LEGAL MEDICINE,128,2,10.1007/s00414-013-0825-8,25,3.5714285714285716
1996,"Harwood, RL; Schoelmerich, A; VenturaCook, E; Schulze, PA; Wilson, SP",Culture and class influences on angle and Puerto Rican mothers' beliefs regarding long-term socialization goals and child behavior,CHILD DEVELOPMENT,67,5,10.1111/j.1467-8624.1996.tb01867.x,89,3.56
1994,"BALDERESCHI, M; AMATO, MP; NENCINI, P; PRACUCCI, G; LIPPI, A; AMADUCCI, L; GAUTHIER, S; BEATTY, L; QUIROGA, P; KLASSEN, G; GALEA, A; MUSCAT, P; OSUNTOKUN, B; OGUNNIYI, A; PORTERASANCHEZ, A; BERMEJO, F; HENDRIE, H; BURDINE, V; BRASHEAR, A; FARLOW, M; MAGGI, S; KATZMAN, R",CROSS-NATIONAL INTERRATER AGREEMENT ON THE CLINICAL DIAGNOSTIC-CRITERIA FOR DEMENTIA,NEUROLOGY,44,2,10.1212/WNL.44.2.239,96,3.5555555555555554
2012,"Cohen, Joachim; Van Wesemael, Yanna; Smets, Tinne; Bilsen, Johan; Deliens, Luc",Cultural differences affecting euthanasia practice in Belgium: One law but different attitudes and practices in Flanders and Wallonia,SOCIAL SCIENCE & MEDICINE,75,5,10.1016/j.socscimed.2012.04.021,32,3.5555555555555554
2012,"Rosales-Mayor, Edmundo; Rey de Castro, Jorge; Huayanay, Leandro; Zagaceta, Kenny",Validation and modification of the Epworth Sleepiness Scale in Peruvian population,SLEEP AND BREATHING,16,1,10.1007/s11325-011-0485-1,32,3.5555555555555554
2012,"Marquart-Pyatt, Sandra T.",Explaining Environmental Activism Across Countries,SOCIETY & NATURAL RESOURCES,25,7,10.1080/08941920.2011.625073,32,3.5555555555555554
1992,"BOND, CF; OMAR, A; PITRE, U; LASHLEY, BR; SKAGGS, LM; KIRK, CT",FISHY-LOOKING LIARS - DECEPTION JUDGMENT FROM EXPECTANCY VIOLATION,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,63,6,10.1037/0022-3514.63.6.969,103,3.5517241379310347
1999,"Tsai, DFC",Ancient Chinese medical ethics and the four principles of biomedical ethics,JOURNAL OF MEDICAL ETHICS,25,4,10.1136/jme.25.4.315,78,3.5454545454545454
2010,"Altan, Lale; Ercan, Ilker; Konur, Saniye",Reliability and validity of Turkish version of the patient rated tennis elbow evaluation,RHEUMATOLOGY INTERNATIONAL,30,8,10.1007/s00296-009-1101-6,39,3.5454545454545454
2008,"Rose, Jason P.; Endo, Yumi; Windschitl, Paul D.; Suls, Jerry",Cultural differences in unrealistic optimism and pessimism: The role of egocentrism and direct versus indirect comparison measures,PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN,34,9,10.1177/0146167208319764,46,3.5384615384615383
2008,"Haller, Max; Hadler, Markus",Dispositions to act in favor of the environment: Fatalism and readiness to make sacrifices in a cross-national perspective,SOCIOLOGICAL FORUM,23,2,10.1111/j.1573-7861.2008.00059.x,46,3.5384615384615383
2008,"O'Flaherty, R. Michael; Davidson-Hunt, Iain J.; Manseau, Micheline",Indigenous Knowledge and Values in Planning for Sustainable Forestry: Pikangikum First Nation and the Whitefeather Forest Initiative,ECOLOGY AND SOCIETY,13,1,NA,46,3.5384615384615383
2006,"Seo, Eun Hyun; Lee, Dong Young; Kim, Ki Woong; Lee, Jung Hie; Jhoo, Jin Hyeong; Youn, Jong Choul; Choo, Il Han; Ha, Jin; Woo, Jong Inn",A normative study of the Trail Making Test in Korean elders,INTERNATIONAL JOURNAL OF GERIATRIC PSYCHIATRY,21,9,10.1002/gps.1570,53,3.533333333333333
2002,"Benito-Cuadrado, MM; Esteba-Castillo, S; Bohm, P; Cejudo-Bolivar, J; Pena-Casanova, J",Semantic verbal fluency of animals: A normative and predictive study in a Spanish population,JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY,24,8,10.1076/jcen.24.8.1117.8376,67,3.526315789473684
1993,"LEE, S",HOW ABNORMAL IS THE DESIRE FOR SLIMNESS - A SURVEY OF EATING ATTITUDES AND BEHAVIOR AMONG CHINESE UNDERGRADUATES IN HONG-KONG,PSYCHOLOGICAL MEDICINE,23,2,10.1017/S0033291700028531,98,3.5
2005,"Steel, Z; Silove, D; Chey, T; Bauman, A; Phan, T; Phan, T","Mental disorders, disability and health service use amongst Vietnamese refugees and the host Australian population",ACTA PSYCHIATRICA SCANDINAVICA,111,4,10.1111/j.1600-0447.2004.00458.x,56,3.5
2007,"Richardson, Rieko Maruta; Smith, Sandi W.",The influence of high/low-context culture and power distance on choice of communication media: Students' media choice to communicate with Professors in Japan and America,INTERNATIONAL JOURNAL OF INTERCULTURAL RELATIONS,31,4,10.1016/j.ijintrel.2007.01.002,49,3.5
2007,"Fasulo, Alessandra; Loyd, Heather; Padiglione, Vincenzo",Children's socialization into cleaning practices: a cross-cultural perspective,DISCOURSE & SOCIETY,18,1,10.1177/0957926507069454,49,3.5
2009,"Dorgan, Kelly A.; Lang, Forrest; Floyd, Michael; Kemp, Evelyn",International Medical Graduate-Patient Communication: A Qualitative Analysis of Perceived Barriers,ACADEMIC MEDICINE,84,11,10.1097/ACM.0b013e3181baf5b1,42,3.5
2009,"Hansen, Erling; Lundh, Lars-Gunnar; Homman, Anders; Wangby-Lundh, Margit",Measuring mindfulness: pilot studies with the Swedish versions of the Mindful Attention Awareness Scale and the Kentucky Inventory of Mindfulness Skills.,Cognitive behaviour therapy,38,1,10.1080/16506070802383230,42,3.5
2011,"Falavigna, Asdrubal; de Souza Bezerra, Marcio Luciano; Teles, Alisson Roberto; Kleber, Fabricio Diniz; Velho, Maria Cristina; da Silva, Roberta Castilhos; Mazzochin, Thais; Santin, Juliana Tosetto; Mosena, Gabriela; de Braga, Gustavo Lisboa; Petry, Francine Lopes; de Lessa Medina, Miguel Francisco",Consistency and reliability of the Brazilian Portuguese version of the Mini-Sleep Questionnaire in undergraduate students,SLEEP AND BREATHING,15,3,10.1007/s11325-010-0392-x,35,3.5
2011,"Stefanile, Cristina; Matera, Camilla; Nerini, Amanda; Pisani, Elena",Validation of an Italian version of the Sociocultural Attitudes Towards Appearance Questionnaire-3 (SATAQ-3) on adolescent girls,BODY IMAGE,8,4,10.1016/j.bodyim.2011.06.001,35,3.5
2011,"Rubera, Gaia; Ordanini, Andrea; Griffith, David A.",Incorporating cultural values for understanding the influence of perceived product creativity on intention to buy: An examination in Italy and the US,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,42,4,10.1057/jibs.2011.3,35,3.5
2011,"Hsiung, Ping-Chuan; Fang, Chi-Tai; Wu, Chia-Huei; Sheng, Wang-Huei; Chen, Shing-Chia; Wang, Jung-Der; Yao, Grace",Validation of the WHOQOL-HIV BREF among HIV-infected patients in Taiwan,AIDS CARE-PSYCHOLOGICAL AND SOCIO-MEDICAL ASPECTS OF AIDS/HIV,23,8,10.1080/09540121.2010.543881,35,3.5
2011,"Pigliautile, M.; Ricci, M.; Mioshi, E.; Ercolani, S.; Mangialasche, F.; Monastero, R.; Croce, M. F.; Federici, S.; Mecocci, P.",Validation Study of the Italian Addenbrooke's Cognitive Examination Revised in a Young-Old and Old-Old Population,DEMENTIA AND GERIATRIC COGNITIVE DISORDERS,32,5,10.1159/000334657,35,3.5
2011,"Sachdeva, Sonya; Singh, Purnima; Medin, Douglas",Culture and the quest for universal principles in moral reasoning,INTERNATIONAL JOURNAL OF PSYCHOLOGY,46,3,10.1080/00207594.2011.568486,35,3.5
2011,"Yu, Chian-Son",Construction and validation of an e-lifestyle instrument,INTERNET RESEARCH,21,3,10.1108/10662241111139282,35,3.5
2013,"Clark, C. Brendan; Thorne, Christopher B.; Hardy, Sonya; Cropsey, Karen L.",Cooperation and depressive symptoms,JOURNAL OF AFFECTIVE DISORDERS,150,3,10.1016/j.jad.2013.05.011,28,3.5
2013,"Gerkey, Drew","Cooperation in Context Public Goods Games and Post-Soviet Collectives in Kamchatka, Russia",CURRENT ANTHROPOLOGY,54,2,10.1086/669856,28,3.5
2013,"Mellor, David; Carne, Lucy; Shen, Yu-Chun; McCabe, Marita; Wang, Liwei","Stigma Toward Mental Illness: A Cross-Cultural Comparison of Taiwanese, Chinese Immigrants to Australia and Anglo-Australians",JOURNAL OF CROSS-CULTURAL PSYCHOLOGY,44,3,10.1177/0022022112451052,28,3.5
2013,"Marta, Janet K. M.; Singhapakdi, Anusorn; Lee, Dong-Jin; Sirgy, M. Joseph; Koonmee, Kalayanee; Virakul, Busaya",Perceptions about ethics institutionalization and quality of work life: Thai versus American marketing managers,JOURNAL OF BUSINESS RESEARCH,66,3,10.1016/j.jbusres.2011.08.019,28,3.5
2013,"Van de Vliert, Evert; Einarsen, Stale; Nielsen, Morten Birkeland",Are national levels of employee harassment cultural covariations of climato-economic conditions?,WORK AND STRESS,27,1,10.1080/02678373.2013.760901,28,3.5
2013,"Venaik, Sunil; Zhu, Yunxia; Brewer, Paul",Looking into the future: Hofstede long term orientation versus GLOBE future orientation,CROSS CULTURAL MANAGEMENT-AN INTERNATIONAL JOURNAL,20,3,10.1108/CCM-02-2012-0014,28,3.5
2015,"Baden, Denise; Higgs, Malcolm",Challenging the Perceived Wisdom of Management Theories and Practice,ACADEMY OF MANAGEMENT LEARNING & EDUCATION,14,4,10.5465/amle.2014.0170,21,3.5
2015,"Orenstein, Daniel E.; Zimroni, Hagit; Eizenberg, Efrat",The immersive visualization theater: A new tool for ecosystem assessment and landscape planning,COMPUTERS ENVIRONMENT AND URBAN SYSTEMS,54,NA,10.1016/j.compenvurbsys.2015.10.004,21,3.5
2015,"Caiazza, Rosa; Volpe, Tiziana",Interaction despite of diversity: is it possible?,JOURNAL OF MANAGEMENT DEVELOPMENT,34,6,10.1108/JMD-10-2013-0131,21,3.5
2015,"Uematsu, Daisuke; Suzuki, Hidetomo; Sasaki, Shogo; Nagano, Yasuharu; Shinozuka, Nobuyuki; Sunagawa, Norihiko; Fukubayashi, Toru",Evidence of Validity for the Japanese Version of the Foot and Ankle Ability Measure,JOURNAL OF ATHLETIC TRAINING,50,1,10.4085/1062-6050-49.3.42,21,3.5
2015,"Walton, Rebecca; Zraly, Maggie; Mugengana, Jean Pierre",Values and Validity: Navigating Messiness in a Community-Based Research Project in Rwanda,TECHNICAL COMMUNICATION QUARTERLY,24,1,10.1080/10572252.2015.975962,21,3.5
2017,"Gentina, Elodie; Tang, Thomas Li-Ping; Gu, Qinxuan",Does Bad Company Corrupt Good Morals? Social Bonding and Academic Cheating among French and Chinese Teens,JOURNAL OF BUSINESS ETHICS,146,3,10.1007/s10551-015-2939-z,14,3.5
2017,"Bimler, David; Uuskula, Mari","A Similarity- Based Cross-Language Comparison of Basicness and Demarcation of ""Blue"" Terms",COLOR RESEARCH AND APPLICATION,42,3,10.1002/col.22076,14,3.5
2017,"Farah, Maya F.",Consumers' switching motivations and intention in the case of bank mergers: a cross-cultural study,INTERNATIONAL JOURNAL OF BANK MARKETING,35,2,10.1108/IJBM-05-2016-0067,14,3.5
2017,"Marinello, F.; Proto, A. R.; Zimbalatti, G.; Pezzuolo, A.; Cavalli, R.; Grigolato, S.",Determination of forest road surface roughness by Kinect depth imaging,ANNALS OF FOREST RESEARCH,60,2,10.15287/afr.2017.893,14,3.5
2017,"Scuotto, Veronica; Del Giudice, Manlio; Holden, Nigel; Mattiacci, Alberto",Entrepreneurial settings within global family firms: research perspectives from cross-cultural knowledge management studies,EUROPEAN JOURNAL OF INTERNATIONAL MANAGEMENT,11,4,10.1504/EJIM.2017.085586,14,3.5
2019,"Diesendruck, Gil; Chiang, Wen-Chi; Ferera, Matar; Benozio, Avi",Cultural Differences in the Development of a Preference for Scarce Objects,DEVELOPMENTAL PSYCHOLOGY,55,1,10.1037/dev0000620,7,3.5
2019,"Hoellinger, Franz; Muckenhuber, Johanna",Religiousness and existential insecurity: A cross-national comparative analysis on the macro- and micro-level,INTERNATIONAL SOCIOLOGY,34,1,10.1177/0268580918812284,7,3.5
1994,"DURKIN, MS; DAVIDSON, LL; DESAI, P; HASAN, ZM; KHAN, N; SHROUT, PE; THORBURN, MJ; WANG, W; ZAMAN, SS","VALIDITY OF THE 10 QUESTIONS SCREEN FOR CHILDHOOD DISABILITY - RESULTS FROM POPULATION-BASED STUDIES IN BANGLADESH, JAMAICA, AND PAKISTAN",EPIDEMIOLOGY,5,3,10.1097/00001648-199405000-00005,94,3.4814814814814814
2004,"Jensen, JK; Gustafson, D; Boushey, CJ; Auld, G; Bock, MA; Bruhn, CM; Gabel, K; Misner, S; Novotny, R; Peck, L; Read, M","Development of a food frequency questionnaire to estimate calcium intake of Asian, Hispanic, and white youth",JOURNAL OF THE AMERICAN DIETETIC ASSOCIATION,104,5,10.1016/j.jada.2004.02.031,59,3.4705882352941178
2008,"Dey, Madan Mohan; Garcia, Yolanda T.; Kumar, Praduman; Piumsombun, Somying; Haque, Muhammad Sirajul; Li, Luping; Radam, Alias; Senaratne, Athula; Khiem, Nguyen Tri; Koeshendrajana, Sonny",Demand for fish in Asia: a cross-country analysis,AUSTRALIAN JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS,52,3,10.1111/j.1467-8489.2008.00418.x,45,3.4615384615384617
2008,"Mercedes Garcia-Cabrera, Antonia; Garcia-Soto, M. Gracia",Cultural differences and entrepreneurial behaviour: an intra-country cross-cultural analysis in Cape Verde,ENTREPRENEURSHIP AND REGIONAL DEVELOPMENT,20,5,10.1080/08985620801912608,45,3.4615384615384617
1997,"Bates, MS; RankinHill, L; SanchezAyendez, M",The effects of the cultural context of health care on treatment of and response to chronic pain and illness,SOCIAL SCIENCE & MEDICINE,45,9,10.1016/S0277-9536(97)00068-3,83,3.4583333333333335
2010,"Barrack, Michelle T.; Rauh, Mitchell J.; Nichols, Jeanne F.",Cross-Sectional Evidence of Suppressed Bone Mineral Accrual Among Female Adolescent Runners,JOURNAL OF BONE AND MINERAL RESEARCH,25,8,10.1002/jbmr.63,38,3.4545454545454546
